EmployeeID,Age,Department,MaritalStatus,EducationField,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Gender,StockOptionLevel,PercentSalaryHike,JobRole,Attrition
1146,38,Sales,Divorced,Technical Degree,14,14976,16,7,3,23,3,3,1,4,4,3,4,4,Yes,Travel_Rarely,Female,1,20,Manager,No
1147,40,Research & Development,Single,Human Resources,28,4066,6,17,5,14,4,2,4,2,2,1,3,3,Yes,Travel_Rarely,Female,1,11,Manufacturing Director,Yes
1148,50,Sales,Single,Life Sciences,15,5131,15,16,6,15,4,6,3,2,3,1,4,3,Yes,Travel_Rarely,Female,1,19,Sales Executive,Yes
1149,46,Sales,Married,Human Resources,18,10164,8,14,11,11,5,6,2,3,1,3,1,4,Yes,Travel_Rarely,Male,2,17,Manager,No
1150,53,Sales,Married,Medical,29,8591,10,13,14,16,5,0,1,4,3,3,3,3,Yes,Travel_Rarely,Male,0,17,Manager,No
1151,33,Research & Development,Single,Other,18,10930,5,9,1,6,3,0,3,2,3,2,1,3,Yes,Non-Travel,Male,3,22,Research Director,Yes
1152,39,Sales,Divorced,Technical Degree,7,4851,15,6,7,24,5,4,1,2,2,2,3,3,Yes,Travel_Rarely,Female,3,14,Sales Executive,Yes
1153,36,Research & Development,Married,Medical,12,10524,4,2,11,6,0,5,3,4,4,3,1,3,No,Non-Travel,Male,1,21,Research Scientist,Yes
1154,56,Sales,Divorced,Life Sciences,15,14361,11,17,0,19,4,1,1,1,2,2,4,3,No,Travel_Frequently,Female,0,21,Sales Representative,No
1155,30,Research & Development,Divorced,Life Sciences,14,15112,23,6,12,23,3,1,2,4,3,1,2,3,No,Travel_Rarely,Female,2,24,Laboratory Technician,No
1156,42,Research & Development,Divorced,Human Resources,5,6467,18,7,3,26,5,6,1,3,1,4,2,3,No,Travel_Rarely,Female,2,22,Manufacturing Director,No
1157,23,Research & Development,Married,Marketing,4,8199,10,2,7,10,3,4,2,1,4,2,4,4,Yes,Travel_Rarely,Female,2,17,Laboratory Technician,Yes
1158,53,Sales,Single,Other,11,11456,24,4,14,30,1,1,2,1,1,2,1,3,No,Travel_Rarely,Female,0,15,Sales Representative,No
1159,34,Research & Development,Married,Medical,27,11323,0,11,9,3,4,5,1,3,3,1,4,3,No,Travel_Rarely,Male,2,21,Research Scientist,No
1160,32,Research & Development,Single,Other,21,16252,23,7,14,27,5,0,4,4,1,2,3,3,No,Non-Travel,Male,0,23,Research Scientist,Yes
1161,42,Sales,Married,Other,25,9025,8,10,9,9,0,2,4,1,1,4,3,3,Yes,Travel_Rarely,Male,1,14,Manager,Yes
1162,38,Sales,Single,Life Sciences,6,14076,20,3,3,26,0,6,2,3,1,1,2,3,Yes,Travel_Rarely,Female,2,15,Sales Representative,Yes
1163,53,Human Resources,Married,Technical Degree,13,17907,23,1,10,29,3,2,1,4,4,1,4,3,No,Travel_Rarely,Male,3,17,HR Specialist,Yes
1164,40,Research & Development,Single,Other,17,7370,15,15,9,18,3,0,4,3,1,1,2,3,Yes,Travel_Rarely,Male,2,11,Research Director,No
1165,39,Sales,Single,Medical,13,16813,15,7,4,19,3,8,3,3,4,1,2,3,Yes,Travel_Rarely,Female,0,14,Sales Executive,No
1166,22,Sales,Single,Life Sciences,13,7991,18,6,1,23,0,2,3,1,3,3,2,3,Yes,Travel_Rarely,Male,2,12,Manager,Yes
1167,18,Research & Development,Married,Other,11,8019,5,5,9,11,3,4,3,3,1,2,2,3,No,Travel_Rarely,Female,0,21,Laboratory Technician,No
1168,34,Research & Development,Married,Marketing,2,13760,4,11,8,9,3,7,1,3,2,4,2,3,No,Travel_Rarely,Male,0,17,Laboratory Technician,No
1169,59,Research & Development,Single,Life Sciences,25,13192,8,10,11,8,5,8,2,1,2,2,1,3,Yes,Travel_Rarely,Female,0,19,Laboratory Technician,Yes
1170,56,Human Resources,Divorced,Other,28,11890,11,7,1,16,2,7,1,2,2,3,2,3,No,Travel_Rarely,Male,3,11,HR Specialist,Yes
1171,44,Research & Development,Divorced,Human Resources,3,6162,18,16,8,21,2,3,3,4,3,1,2,3,No,Travel_Rarely,Female,1,18,Laboratory Technician,Yes
1172,44,Sales,Married,Life Sciences,12,3735,6,16,12,10,0,7,4,4,4,2,2,3,Yes,Travel_Rarely,Female,2,20,Sales Representative,No
1173,34,Research & Development,Married,Medical,16,18361,14,3,13,17,3,0,3,1,4,2,4,3,No,Travel_Rarely,Male,3,20,Laboratory Technician,No
1174,25,Research & Development,Married,Life Sciences,23,17731,0,11,14,3,3,2,3,3,3,1,1,3,Yes,Travel_Rarely,Male,3,21,Laboratory Technician,Yes
1175,18,Sales,Single,Other,29,17960,0,17,3,2,1,1,3,3,4,2,4,4,No,Travel_Rarely,Female,3,11,Sales Representative,No
1176,32,Sales,Married,Life Sciences,13,11227,24,8,2,27,4,4,4,3,4,2,4,3,No,Travel_Rarely,Male,0,18,Sales Executive,Yes
1177,31,Research & Development,Single,Human Resources,22,17921,21,0,8,28,5,8,1,3,1,2,1,3,No,Travel_Frequently,Female,1,17,Laboratory Technician,Yes
1178,26,Research & Development,Divorced,Technical Degree,28,10520,21,2,6,23,1,6,2,4,3,3,3,3,No,Travel_Rarely,Male,1,23,Research Director,No
1179,28,Sales,Divorced,Technical Degree,25,3359,8,12,3,15,3,8,2,2,4,4,1,3,Yes,Travel_Rarely,Female,3,20,Manager,No
1180,19,Research & Development,Divorced,Human Resources,9,5571,12,16,1,16,4,1,3,3,1,4,1,3,No,Travel_Rarely,Male,1,24,Manufacturing Director,No
1181,43,Research & Development,Married,Other,24,6906,16,2,2,22,0,6,2,3,3,1,4,4,No,Travel_Frequently,Male,0,10,Laboratory Technician,Yes
1182,56,Research & Development,Married,Life Sciences,12,8785,6,9,5,7,1,6,4,3,4,3,1,3,No,Travel_Rarely,Male,3,16,Laboratory Technician,No
1183,47,Research & Development,Divorced,Life Sciences,1,18902,18,8,11,20,2,4,2,4,2,4,2,4,No,Travel_Rarely,Male,1,20,Research Director,No
1184,36,Research & Development,Single,Life Sciences,23,7990,17,5,0,26,0,0,4,1,4,4,1,3,Yes,Travel_Frequently,Male,2,11,Laboratory Technician,Yes
1185,35,Research & Development,Single,Human Resources,25,13027,10,11,1,18,2,0,4,4,4,2,1,3,Yes,Travel_Rarely,Female,1,19,Research Director,Yes
1186,30,Sales,Married,Technical Degree,10,6873,10,15,3,10,0,8,1,3,3,4,1,4,Yes,Travel_Rarely,Female,1,13,Sales Executive,Yes
1187,23,Research & Development,Married,Life Sciences,14,13578,7,4,13,16,5,2,4,4,3,4,4,3,No,Travel_Rarely,Female,0,11,Manufacturing Director,No
1188,43,Research & Development,Married,Medical,11,12213,20,0,14,28,3,5,4,2,3,2,1,3,No,Travel_Rarely,Female,0,19,Manufacturing Director,No
1189,41,Sales,Single,Technical Degree,4,4707,24,6,6,25,1,8,1,2,2,4,4,3,No,Travel_Frequently,Female,0,16,Sales Representative,Yes
1190,18,Sales,Married,Human Resources,29,10320,24,5,0,26,4,4,2,1,2,3,1,4,Yes,Travel_Rarely,Male,0,16,Sales Representative,Yes
1191,35,Sales,Single,Marketing,1,3897,19,13,0,20,0,1,4,4,3,4,4,4,Yes,Non-Travel,Female,1,14,Sales Executive,No
1192,29,Research & Development,Single,Other,17,18005,8,9,12,16,3,4,4,4,2,3,4,3,Yes,Non-Travel,Male,0,20,Laboratory Technician,No
1193,25,Research & Development,Single,Other,1,14674,19,0,6,27,4,2,2,2,4,4,3,3,No,Travel_Frequently,Male,0,19,Laboratory Technician,Yes
1194,47,Sales,Married,Human Resources,20,18944,6,6,1,13,4,1,3,1,4,4,4,3,No,Travel_Rarely,Female,3,20,Sales Representative,No
1195,40,Research & Development,Divorced,Marketing,27,17761,22,13,12,24,1,7,1,3,2,4,2,3,No,Travel_Rarely,Female,3,21,Manufacturing Director,No
1196,44,Human Resources,Married,Other,19,5950,6,8,7,15,3,3,3,3,3,2,4,3,No,Travel_Frequently,Male,1,19,HR Specialist,No
1197,47,Sales,Married,Human Resources,18,14730,10,10,5,18,4,6,3,3,1,3,1,3,No,Travel_Rarely,Male,3,11,Sales Representative,No
1198,59,Human Resources,Married,Technical Degree,25,3801,2,4,6,10,4,6,2,1,1,3,3,3,Yes,Travel_Rarely,Female,0,12,HR Manager,No
1199,51,Sales,Married,Marketing,29,19290,2,5,3,5,1,4,2,4,2,4,4,3,Yes,Travel_Rarely,Female,0,24,Sales Executive,No
1200,44,Human Resources,Divorced,Human Resources,25,16136,9,2,13,16,5,4,4,2,1,2,3,3,Yes,Travel_Rarely,Male,1,14,HR Manager,Yes
1201,54,Human Resources,Married,Technical Degree,7,14248,13,1,11,19,1,1,2,3,4,2,2,4,Yes,Travel_Rarely,Female,1,16,HR Manager,No
1202,38,Sales,Married,Medical,17,19907,0,0,2,1,2,4,2,4,1,3,3,3,No,Travel_Frequently,Male,0,15,Sales Representative,No
1203,59,Research & Development,Single,Other,24,17244,21,11,11,26,1,6,2,3,2,4,4,3,No,Travel_Rarely,Male,3,24,Research Director,No
1204,49,Human Resources,Single,Life Sciences,9,17544,2,2,2,7,0,1,2,1,2,4,4,3,No,Non-Travel,Female,3,22,HR Specialist,No
1205,45,Human Resources,Divorced,Human Resources,20,3802,24,10,6,29,1,2,2,4,1,1,3,3,No,Travel_Frequently,Male,1,17,HR Specialist,No
1206,55,Human Resources,Married,Technical Degree,1,2426,6,17,11,9,0,6,3,3,2,4,3,3,No,Travel_Rarely,Female,1,20,HR Manager,No
1207,39,Research & Development,Divorced,Technical Degree,26,19299,9,12,0,15,4,8,4,4,3,4,4,3,No,Travel_Rarely,Male,2,18,Laboratory Technician,No
1208,48,Sales,Divorced,Life Sciences,18,6522,3,10,10,11,3,3,3,3,4,1,3,3,No,Travel_Rarely,Female,3,19,Sales Representative,Yes
1209,29,Research & Development,Single,Marketing,22,9675,20,2,3,26,2,7,1,4,1,1,1,3,No,Travel_Frequently,Male,1,24,Manufacturing Director,No
1210,58,Research & Development,Married,Other,24,2780,18,8,10,26,3,1,2,4,1,1,4,3,Yes,Travel_Rarely,Female,2,20,Laboratory Technician,No
1211,44,Research & Development,Married,Medical,7,13215,1,16,7,8,3,5,3,1,2,4,1,3,No,Travel_Frequently,Female,0,11,Laboratory Technician,No
1212,50,Research & Development,Married,Human Resources,14,16774,2,6,0,5,1,8,3,1,2,4,3,3,No,Travel_Rarely,Male,2,17,Research Director,No
1213,37,Research & Development,Single,Other,25,17151,15,14,11,22,1,3,4,1,4,3,2,4,Yes,Travel_Frequently,Female,3,22,Laboratory Technician,Yes
1214,54,Sales,Single,Other,5,12465,21,12,3,27,5,4,2,4,1,3,1,3,Yes,Travel_Rarely,Male,1,10,Sales Representative,No
1215,21,Research & Development,Married,Technical Degree,24,13903,2,4,14,11,0,1,2,1,2,2,2,3,No,Travel_Rarely,Male,2,15,Manufacturing Director,Yes
1216,22,Sales,Married,Medical,9,11246,5,2,12,8,5,4,3,2,3,4,1,3,No,Travel_Rarely,Female,2,13,Manager,No
1217,39,Research & Development,Married,Human Resources,17,10030,13,0,2,14,5,5,1,4,2,1,2,3,No,Travel_Rarely,Female,2,20,Laboratory Technician,No
1218,48,Research & Development,Single,Marketing,15,11980,2,4,9,8,1,8,3,2,3,2,2,3,No,Travel_Rarely,Female,2,12,Laboratory Technician,No
1219,51,Research & Development,Single,Technical Degree,20,18846,7,5,5,13,1,1,4,1,4,1,2,3,No,Travel_Rarely,Female,3,19,Research Director,Yes
1220,36,Research & Development,Divorced,Human Resources,25,6544,0,11,9,6,1,3,3,2,3,4,1,3,No,Travel_Rarely,Male,0,10,Laboratory Technician,No
1221,45,Sales,Married,Human Resources,11,10463,12,10,8,19,3,5,2,1,2,3,3,4,Yes,Travel_Rarely,Male,3,23,Sales Executive,No
1222,41,Human Resources,Married,Medical,5,12829,17,8,4,22,1,8,4,2,4,3,1,3,No,Non-Travel,Male,3,14,HR Specialist,No
1223,58,Research & Development,Married,Human Resources,13,12262,10,13,9,10,4,2,3,3,4,4,4,3,No,Travel_Rarely,Male,3,16,Laboratory Technician,No
1224,45,Research & Development,Married,Technical Degree,18,2552,6,13,3,14,2,6,3,3,4,1,1,3,No,Travel_Rarely,Female,1,21,Research Scientist,No
1225,35,Sales,Married,Other,22,7172,10,12,13,12,5,7,4,3,1,4,1,3,No,Travel_Rarely,Male,2,15,Sales Executive,No
1226,58,Sales,Married,Technical Degree,22,13628,12,16,14,14,5,5,1,1,4,1,2,3,No,Travel_Rarely,Male,1,11,Sales Representative,Yes
1227,22,Research & Development,Divorced,Other,10,14493,4,6,2,12,2,3,4,4,4,4,2,3,No,Travel_Rarely,Male,3,23,Manufacturing Director,Yes
1228,59,Human Resources,Divorced,Other,28,15219,2,14,10,9,3,2,3,2,4,3,4,3,No,Travel_Frequently,Male,1,11,HR Specialist,Yes
1229,24,Research & Development,Divorced,Other,3,19844,4,7,13,9,0,2,3,2,3,4,3,4,Yes,Travel_Frequently,Female,1,17,Laboratory Technician,No
1230,30,Sales,Married,Human Resources,4,14114,24,3,1,30,0,0,1,3,2,1,2,3,No,Travel_Rarely,Male,2,11,Sales Representative,No
1231,52,Research & Development,Married,Technical Degree,1,12434,18,2,11,18,3,1,4,1,3,4,4,3,Yes,Travel_Rarely,Female,0,20,Research Scientist,Yes
1232,48,Research & Development,Married,Life Sciences,27,7978,3,1,14,5,2,3,1,2,3,4,1,3,No,Non-Travel,Female,1,14,Laboratory Technician,Yes
1233,58,Research & Development,Divorced,Marketing,6,8667,7,17,3,9,2,1,4,2,4,1,4,3,Yes,Travel_Rarely,Male,0,23,Manufacturing Director,No
1234,49,Sales,Married,Marketing,18,16872,10,3,8,14,0,0,4,1,2,3,2,3,No,Travel_Rarely,Female,1,13,Sales Executive,No
1235,44,Research & Development,Married,Human Resources,24,10436,4,15,11,7,5,6,2,4,3,4,2,3,No,Travel_Frequently,Female,1,20,Laboratory Technician,No
1236,32,Human Resources,Married,Technical Degree,23,14879,21,14,5,21,2,0,2,2,4,2,2,3,Yes,Travel_Frequently,Male,0,10,HR Specialist,Yes
1237,18,Sales,Married,Marketing,28,4234,23,7,3,29,2,1,1,1,4,2,1,3,No,Travel_Rarely,Female,3,11,Sales Executive,No
1238,23,Research & Development,Married,Life Sciences,2,4309,6,16,5,11,2,5,2,2,1,2,3,3,No,Travel_Rarely,Male,1,14,Manufacturing Director,No
1239,30,Human Resources,Single,Human Resources,12,5878,0,16,5,3,2,8,1,4,4,3,3,3,Yes,Travel_Rarely,Male,1,23,HR Manager,Yes
1240,19,Sales,Married,Marketing,15,5512,6,16,10,14,3,6,4,3,1,4,3,3,No,Travel_Rarely,Female,0,24,Sales Representative,No
1241,39,Sales,Married,Life Sciences,21,12925,14,8,5,17,4,0,3,3,4,3,3,3,No,Travel_Rarely,Female,3,19,Sales Executive,No
1242,50,Research & Development,Single,Medical,19,13467,20,5,5,21,3,1,1,4,1,3,1,3,No,Travel_Rarely,Female,3,15,Research Director,No
1243,58,Sales,Divorced,Other,17,12042,8,0,14,16,0,6,4,1,1,4,4,3,No,Travel_Rarely,Female,1,14,Sales Executive,No
1244,38,Sales,Married,Life Sciences,9,7209,6,15,8,7,5,6,1,3,3,4,3,3,Yes,Travel_Frequently,Female,1,13,Sales Executive,Yes
1245,54,Research & Development,Single,Marketing,4,12380,6,15,13,6,1,3,3,2,3,2,3,4,Yes,Travel_Rarely,Male,1,15,Research Scientist,Yes
1246,59,Research & Development,Divorced,Technical Degree,13,4149,0,9,10,4,0,8,1,3,3,4,1,3,No,Travel_Rarely,Male,3,17,Research Scientist,No
1247,54,Sales,Married,Life Sciences,8,10511,0,1,13,5,0,7,1,4,2,2,4,3,No,Travel_Frequently,Male,0,20,Manager,No
1248,37,Sales,Married,Life Sciences,17,4789,10,14,2,12,4,6,1,1,1,3,3,3,Yes,Travel_Rarely,Male,2,13,Manager,No
1249,31,Research & Development,Married,Other,24,3381,15,5,14,23,2,6,2,1,3,2,2,4,No,Travel_Rarely,Female,3,10,Manufacturing Director,No
1250,59,Research & Development,Divorced,Technical Degree,17,4981,0,9,14,2,0,7,3,4,3,4,4,4,No,Travel_Rarely,Male,3,18,Research Director,No
1251,28,Research & Development,Married,Medical,17,4000,5,11,0,14,4,1,4,2,3,3,3,3,Yes,Travel_Rarely,Male,3,13,Manufacturing Director,No
1252,35,Research & Development,Married,Medical,2,10600,22,2,5,28,1,6,4,2,2,3,4,3,No,Travel_Rarely,Male,3,16,Laboratory Technician,No
1253,21,Human Resources,Single,Marketing,19,11824,24,1,6,25,5,8,3,1,4,2,4,3,No,Travel_Frequently,Male,0,20,HR Manager,Yes
1254,51,Research & Development,Married,Human Resources,13,12932,16,1,6,20,5,2,3,2,4,3,1,4,Yes,Travel_Rarely,Male,0,23,Laboratory Technician,Yes
1255,45,Sales,Married,Human Resources,4,9914,13,17,11,13,0,0,2,1,1,4,4,4,Yes,Travel_Rarely,Male,0,18,Manager,Yes
1256,21,Research & Development,Married,Medical,7,5175,14,17,10,22,4,3,2,1,1,2,3,3,Yes,Travel_Rarely,Male,2,23,Research Director,Yes
1257,27,Research & Development,Married,Human Resources,23,2376,9,7,3,15,3,2,4,1,1,4,1,3,No,Travel_Rarely,Male,1,14,Research Director,No
1258,41,Sales,Divorced,Other,27,14824,5,7,9,9,1,8,3,1,1,2,4,4,Yes,Travel_Frequently,Male,0,20,Sales Representative,No
1259,40,Sales,Married,Medical,15,19689,9,7,14,15,2,4,3,4,3,1,2,3,No,Travel_Rarely,Female,2,24,Sales Representative,Yes
1260,51,Research & Development,Single,Life Sciences,29,7058,17,6,6,23,2,5,1,4,3,3,4,3,No,Non-Travel,Male,0,13,Research Scientist,No
1261,29,Sales,Divorced,Other,6,5684,16,9,13,21,0,8,2,4,2,3,1,3,Yes,Travel_Rarely,Male,1,21,Sales Representative,No
1262,56,Sales,Married,Technical Degree,9,7608,16,6,9,19,4,7,3,1,3,2,2,3,No,Travel_Rarely,Male,1,17,Sales Executive,No
1263,36,Sales,Divorced,Human Resources,27,5858,15,11,13,18,1,6,2,2,4,3,2,3,No,Travel_Frequently,Female,3,23,Sales Representative,No
1264,52,Research & Development,Divorced,Medical,6,6022,1,6,13,3,5,8,3,2,4,3,2,3,Yes,Travel_Rarely,Male,2,14,Research Scientist,No
1265,28,Research & Development,Divorced,Medical,20,10901,15,11,0,22,4,6,4,3,2,4,3,3,No,Travel_Rarely,Male,2,24,Laboratory Technician,No
1266,19,Research & Development,Married,Medical,7,16133,22,17,12,26,3,2,1,1,3,4,1,3,Yes,Travel_Rarely,Female,3,21,Research Director,No
1267,20,Sales,Married,Medical,10,14821,16,3,2,20,0,6,4,1,3,4,3,3,No,Travel_Rarely,Female,0,20,Sales Executive,Yes
1268,33,Sales,Single,Marketing,14,19276,14,1,12,21,0,2,4,4,4,2,1,3,Yes,Travel_Rarely,Male,1,10,Sales Representative,Yes
1269,58,Research & Development,Married,Life Sciences,11,8432,5,9,12,10,0,2,2,2,4,1,2,3,No,Travel_Rarely,Male,3,11,Laboratory Technician,Yes
1270,20,Research & Development,Married,Other,26,10864,19,2,3,28,2,5,4,4,2,1,3,3,No,Travel_Rarely,Male,2,19,Laboratory Technician,No
1271,33,Research & Development,Married,Technical Degree,29,8845,11,4,0,13,4,2,1,1,4,3,2,3,No,Travel_Frequently,Male,0,17,Research Scientist,No
1272,22,Sales,Divorced,Other,15,2756,6,14,6,6,0,0,2,4,2,3,2,3,No,Travel_Rarely,Male,0,14,Sales Executive,No
1273,57,Sales,Single,Technical Degree,16,8992,12,7,4,16,4,8,1,3,4,3,3,3,Yes,Travel_Rarely,Female,0,22,Sales Representative,No
1274,46,Sales,Married,Medical,2,6690,3,9,8,8,0,5,3,4,4,1,1,3,No,Travel_Rarely,Male,0,17,Sales Executive,Yes
1275,50,Research & Development,Married,Technical Degree,7,10617,23,13,1,31,1,6,4,3,4,3,4,3,Yes,Travel_Frequently,Male,2,16,Research Director,Yes
1276,47,Research & Development,Married,Life Sciences,2,4844,17,2,0,23,3,7,3,4,1,4,4,3,Yes,Travel_Rarely,Male,0,14,Manufacturing Director,No
1277,45,Research & Development,Single,Human Resources,25,15349,8,8,6,17,4,5,3,2,1,3,4,3,Yes,Travel_Rarely,Male,3,24,Research Scientist,No
1278,50,Research & Development,Single,Human Resources,7,17169,19,0,11,19,4,5,1,2,4,3,2,3,No,Travel_Rarely,Male,2,15,Research Director,No
1279,18,Research & Development,Divorced,Life Sciences,10,19294,1,8,4,6,3,7,4,1,1,1,2,4,No,Non-Travel,Male,3,13,Laboratory Technician,No
1280,54,Research & Development,Married,Technical Degree,25,3527,9,4,4,17,0,2,1,1,1,2,4,3,Yes,Travel_Rarely,Male,1,20,Manufacturing Director,No
1281,49,Sales,Single,Technical Degree,21,4117,16,16,2,21,1,7,3,4,2,3,3,3,No,Travel_Rarely,Male,3,10,Manager,No
1282,49,Research & Development,Single,Medical,19,19396,0,4,4,2,4,6,3,2,2,3,4,3,No,Travel_Frequently,Male,1,18,Research Director,No
1283,34,Sales,Married,Life Sciences,2,17267,17,3,4,24,0,1,4,1,1,3,1,3,No,Travel_Rarely,Female,2,18,Sales Executive,No
1284,51,Research & Development,Single,Human Resources,17,12593,20,0,3,28,4,1,4,2,1,3,4,3,No,Travel_Frequently,Male,0,13,Laboratory Technician,Yes
1285,34,Sales,Married,Medical,17,7787,14,2,5,16,4,7,3,2,2,3,3,3,No,Travel_Rarely,Male,3,21,Sales Representative,No
1286,20,Research & Development,Married,Technical Degree,10,11319,5,3,4,10,4,8,3,3,3,2,4,3,No,Travel_Rarely,Female,2,10,Manufacturing Director,No
1287,56,Human Resources,Single,Medical,22,11641,18,4,10,26,1,8,2,1,3,3,4,4,No,Travel_Rarely,Female,0,24,HR Manager,Yes
1288,27,Sales,Married,Technical Degree,27,17252,8,13,5,9,1,0,3,1,4,2,1,4,No,Travel_Rarely,Male,3,22,Sales Representative,Yes
1289,22,Research & Development,Single,Life Sciences,8,11529,18,15,11,18,1,8,3,3,4,2,1,3,Yes,Travel_Frequently,Male,3,12,Laboratory Technician,No
1290,44,Research & Development,Single,Marketing,10,2495,15,15,9,22,2,7,3,1,1,2,1,3,No,Travel_Rarely,Male,0,17,Research Scientist,Yes
1291,27,Sales,Divorced,Technical Degree,10,14592,2,17,9,9,3,6,3,2,3,3,3,3,No,Travel_Frequently,Male,3,12,Sales Representative,No
1292,54,Research & Development,Married,Marketing,25,15988,2,16,8,3,0,4,2,3,1,4,4,3,Yes,Non-Travel,Female,2,19,Laboratory Technician,No
1293,36,Research & Development,Divorced,Technical Degree,3,7365,0,8,13,5,3,4,1,3,2,3,1,4,Yes,Travel_Rarely,Male,1,15,Manufacturing Director,No
1294,18,Human Resources,Single,Medical,26,4098,1,7,3,8,1,3,1,1,2,1,1,3,No,Travel_Rarely,Male,2,17,HR Manager,Yes
1295,57,Human Resources,Married,Marketing,23,4559,7,11,14,16,3,0,2,3,3,3,2,3,No,Travel_Rarely,Male,3,24,HR Manager,No
1296,39,Sales,Married,Human Resources,15,17134,0,5,3,8,1,4,2,1,2,2,2,3,No,Travel_Rarely,Male,1,19,Sales Executive,No
1297,29,Research & Development,Married,Marketing,17,10055,23,10,2,25,5,2,3,1,4,1,1,3,Yes,Travel_Frequently,Male,2,23,Research Director,Yes
1298,46,Research & Development,Divorced,Life Sciences,26,11525,22,17,12,27,1,1,4,1,2,1,3,3,No,Travel_Rarely,Male,0,19,Laboratory Technician,No
1299,40,Sales,Single,Other,23,19291,4,3,13,11,5,0,3,3,4,4,4,3,Yes,Non-Travel,Male,3,17,Sales Representative,Yes
1300,19,Sales,Divorced,Human Resources,9,3100,7,13,1,9,1,4,4,3,4,2,1,3,No,Travel_Rarely,Female,3,10,Manager,No
1301,49,Human Resources,Divorced,Human Resources,2,5706,18,16,8,19,0,0,3,3,3,1,1,3,Yes,Travel_Rarely,Female,0,11,HR Manager,No
1302,34,Sales,Married,Human Resources,20,16998,16,9,7,20,1,7,4,1,1,1,1,3,No,Travel_Frequently,Female,1,17,Manager,No
1303,47,Research & Development,Married,Human Resources,5,11722,14,6,3,21,2,8,4,2,3,3,1,3,No,Travel_Rarely,Female,0,17,Research Director,No
1304,55,Research & Development,Married,Human Resources,3,2491,24,4,7,29,5,7,1,1,2,4,2,3,No,Travel_Rarely,Female,1,17,Laboratory Technician,No
1305,43,Sales,Single,Technical Degree,29,14651,15,3,10,21,1,2,3,2,2,2,1,3,No,Travel_Rarely,Female,1,22,Manager,No
1306,46,Research & Development,Married,Life Sciences,14,4490,16,5,8,22,4,1,3,1,2,1,2,3,No,Travel_Frequently,Male,3,11,Research Scientist,No
1307,28,Human Resources,Married,Technical Degree,19,16078,12,13,7,21,4,4,4,3,2,2,1,3,No,Travel_Rarely,Male,2,19,HR Manager,Yes
1308,27,Research & Development,Divorced,Medical,7,16360,13,9,13,19,2,6,3,4,2,3,3,3,No,Travel_Frequently,Male,3,21,Research Director,No
1309,35,Sales,Married,Human Resources,3,16839,7,3,3,8,2,0,1,4,4,1,2,3,No,Travel_Rarely,Female,3,19,Sales Executive,No
1310,53,Sales,Married,Marketing,2,10367,13,9,9,17,5,7,1,1,2,2,1,3,No,Travel_Rarely,Female,2,13,Sales Executive,No
1311,40,Human Resources,Married,Other,11,6820,22,14,4,23,4,3,1,1,2,1,1,4,No,Travel_Frequently,Male,0,16,HR Specialist,No
1312,32,Sales,Married,Technical Degree,1,17864,9,0,14,16,1,7,1,1,3,2,2,3,No,Travel_Frequently,Female,3,10,Sales Executive,Yes
1313,50,Research & Development,Divorced,Technical Degree,13,12057,3,0,3,12,5,0,1,4,1,1,3,4,No,Travel_Rarely,Female,3,12,Research Director,Yes
1314,53,Sales,Single,Other,10,13437,14,17,13,21,2,3,4,4,3,1,1,3,No,Travel_Rarely,Female,0,22,Sales Executive,No
1315,55,Research & Development,Divorced,Marketing,16,4457,19,13,9,21,0,4,2,1,4,1,2,3,Yes,Travel_Frequently,Male,0,19,Research Scientist,Yes
1316,30,Human Resources,Divorced,Marketing,18,13223,23,10,3,29,4,0,3,4,4,3,3,3,No,Travel_Rarely,Male,3,22,HR Specialist,Yes
1317,47,Research & Development,Divorced,Marketing,9,12441,13,16,11,13,5,6,4,3,1,2,2,3,No,Travel_Rarely,Male,1,20,Laboratory Technician,No
1318,42,Human Resources,Married,Other,14,7260,19,10,3,21,2,8,3,1,2,4,1,4,No,Travel_Rarely,Male,1,13,HR Manager,No
1319,36,Sales,Divorced,Human Resources,3,15803,6,9,3,9,4,4,2,2,1,2,2,3,No,Travel_Rarely,Female,1,22,Sales Representative,No
1320,34,Research & Development,Single,Life Sciences,9,4406,10,3,5,14,1,3,2,2,3,1,1,3,No,Travel_Rarely,Male,3,20,Research Director,No
1321,22,Research & Development,Married,Marketing,29,14948,10,14,10,13,5,5,4,4,2,1,4,3,No,Travel_Rarely,Male,1,12,Laboratory Technician,Yes
1322,29,Research & Development,Single,Marketing,29,19301,8,13,5,12,2,3,3,1,4,4,4,3,No,Travel_Rarely,Male,1,10,Laboratory Technician,Yes
1323,41,Sales,Single,Technical Degree,15,12210,17,5,8,17,1,3,4,1,1,3,2,3,Yes,Travel_Rarely,Male,1,21,Sales Executive,No
1324,55,Research & Development,Married,Life Sciences,28,3886,22,13,8,30,3,6,1,3,4,2,1,4,No,Travel_Frequently,Male,0,20,Research Director,No
1325,54,Research & Development,Married,Human Resources,15,11959,8,13,2,11,1,5,1,2,2,3,1,3,Yes,Travel_Rarely,Female,0,11,Research Scientist,No
